id,name,subject,subject_abbreviation,total_students,avg_gpa
1057,History-Scand Since 1815,Scandinavian Studies,SCAND ST,141,3.337398374
1058,History-Theatrical Production,Theatre and Drama,THEATRE,386,3.179521277
1059,History: Stage Costume,Theatre and Drama,THEATRE,73,3.242647059
1060,"HIV: Sex, Society and Science",Patho-Biological Sciences,PATH-BIO,1153,3.422608696
1061,"HIV: Sex, Society and Science",Pathology and Laboratory Medicine,PATH,1153,3.422608696
1062,"Hlth Care Iss:Ind, Fam, Soc",Community and Environmental Sociology,C&E SOC,746,3.610363392
1063,"Hlth Care Iss:Ind, Fam, Soc",Consumer Science,CNSR SCI,746,3.610363392
1064,"Hlth Care Iss:Ind, Fam, Soc",Sociology,SOC,746,3.610363392
1065,Homelessness: Service Learning,Social Work,SOC WORK,222,3.550691244
1066,Honors Crse-Intro to Psych,Psychology,PSYCH,503,3.634730539
1067,Horticulture Colloquium,Horticulture,HORT,248,3.603813559
1068,Host-Parasite Interactions,Microbiology,MICROBIO,347,3.104651163
1069,Household Risk Management,Consumer Science,CNSR SCI,320,3.212933754
1070,How We Read:Science&Educ Impl,Psychology,PSYCH,180,3.100574713
1071,Hum Devel Chldhood-Adolescn,Educational Psychology,ED PSYCH,1117,3.566787004
1072,Hum Response-Hlth & Illness I,Nursing,NURSING,1673,3.689181112
1073,"Hum Sexuality-Soc,Psych Iss",Psychology,PSYCH,4823,2.972595548
1074,"Hum Sexuality-Soc,Psych Iss",Sociology,SOC,4823,2.972595548
1075,"Hum Thought:Concpts,Lang,Cult",Psychology,PSYCH,126,3.077868852
1076,Hum/An Relatn:Bio&Phils Iss,Forest and Wildlife Ecology,F&W ECOL,970,2.937434828
1077,Hum/An Relatn:Bio&Phils Iss,WILDLIFE ECOLOGY,WL ECOL,970,2.937434828
1078,Hum/An Relatn:Bio&Phils Iss,Zoology,ZOOLOGY,970,2.937434828
1079,Human Abilities & Learning,Educational Psychology,ED PSYCH,5269,3.611971696
1080,Human Anatomy,Anatomy,ANATOMY,6348,3.088244639
1081,Human Anatomy,Kinesiology,KINES,6348,3.088244639
1082,Human Anatomy Laboratory,Kinesiology,KINES,189,3.341269841
1083,Human Anatomy-Kinesiology,Anatomy,ANATOMY,2122,3.608910891
1084,Human Behavior & Environmnt,Social Work,SOC WORK,1749,3.593803787
1085,Human Biochemistry,Biomolecular Chemistry,BMOLCHEM,1028,3.189823875
1086,Human Dev-Infancy&Childhood,Educational Psychology,ED PSYCH,4808,3.457783365
1087,Human Dev: Ed Effectiveness,Counseling Psychology,COUN PSY,6640,3.804052011
1088,Human Dev:Career Strategies,Counseling Psychology,COUN PSY,1271,3.845360825
1089,Human Develop-Adolescence,Educational Psychology,ED PSYCH,3365,3.357957958
1090,Human Emotions:Biology-Culture,Psychology,PSYCH,349,3.212427746
1091,Human Genetics,Genetics,GENETICS,638,3.024371069
1092,Human Genetics,Medical Genetics,MD GENET,638,3.024371069
1093,Human Language,Linguistics,LINGUIS,4120,3.289332028
1094,Human Nutritional Needs,Nutritional Sciences,NUTR SCI,2320,2.982683983
1095,Human Physiology and Health,Kinesiology,KINES,215,2.719626168
1096,Human Resource Management,Management and Human Resources,M H R,2723,3.213572485
1097,Human Resources-Econ Growth,Economics,ECON,463,2.956236324
1098,Human Rights in Law & Society,Legal Studies,LEGAL ST,225,3.203125
1099,Human Sexuality,Nursing,NURSING,1688,3.161124547
1100,Human Sexuality,Psychology,PSYCH,1688,3.161124547
1101,Human Sexuality,Sociology,SOC,1688,3.161124547
1102,Humanities Topics,Asian American Studies,ASIAN AM,434,3.450588235
1103,Humanities Topics in EAS,East Asian Area Studies,E A STDS,885,3.483217593
1104,Humanities Topics in EAS,East Asian Languages and Literature,E ASIAN,885,3.483217593
1105,Hydrogeology,Geological Engineering,G L E,555,3.159132007
1106,Hydrogeology,Geoscience,GEOSCI,555,3.159132007
1107,Hydrologic Design,Civil and Environmental Engineering,CIV ENGR,84,3.275
1108,Hydroscience,Civil and Environmental Engineering,CIV ENGR,1229,2.821340965
1109,Ideas of Modern Physics,Physics,PHYSICS,1169,3.318301226
1110,Image Processing,Computer Sciences,COMP SCI,400,3.427848101
1111,Image Processing,Electrical and Computer Engineering,E C E,400,3.427848101
1112,Immigratn&Assimlatn-Am Hist,History,HISTORY,1135,3.493554328
1113,Immunology,ANIMAL HEALTH AND BIOMEDICAL SCIENCES,AHABS,5017,3.5435001
1114,Immunology,Medical Microbiology and Immunology,M M & I,5017,3.5435001
1115,Immunology,Microbiology,MICROBIO,5017,3.5435001
1116,Immunology,Patho-Biological Sciences,PATH-BIO,5017,3.5435001
1117,In Trans:Mythlgy-Scandnavia,Folklore Program,FOLKLORE,237,3.399563319
1118,In Trans:Mythlgy-Scandnavia,Literature in Translation,LITTRANS,237,3.399563319
1119,In Trans:Mythlgy-Scandnavia,Medieval Studies,MEDIEVAL,237,3.399563319
1120,In Trans:Mythlgy-Scandnavia,Religious Studies,RELIG ST,237,3.399563319
1121,In Transl:Hans C. Andersen,Literature in Translation,LITTRANS,4176,3.400890065
1122,Independent Study,Agricultural and Applied Economics,A A E,8671,3.955379483
1123,Independent Study,Agronomy,AGRONOMY,8671,3.955379483
1124,Independent Study,Anatomy,ANATOMY,8671,3.955379483
1125,Independent Study,Anesthesiology,ANESTHES,8671,3.955379483
1126,Independent Study,ANIMAL HEALTH AND BIOMEDICAL SCIENCES,AHABS,8671,3.955379483
1127,Independent Study,Animal Sciences,AN SCI,8671,3.955379483
1128,Independent Study,Art Department,ART,8671,3.955379483
1129,Independent Study,Art History,ART HIST,8671,3.955379483
1130,Independent Study,Biochemistry,BIOCHEM,8671,3.955379483
1131,Independent Study,Biological Systems Engineering,BSE,8671,3.955379483
1132,Independent Study,Biomedical Engineering,B M E,8671,3.955379483
1133,Independent Study,Biostatistics and Medical Informatics,B M I,8671,3.955379483
1134,Independent Study,Cell and Regenerative Biology,CRB,8671,3.955379483
1135,Independent Study,Civil and Environmental Engineering,CIV ENGR,8671,3.955379483
1136,Independent Study,Civil Society and Community Studies,CSCS,8671,3.955379483
1137,Independent Study,Communication Arts,COM ARTS,8671,3.955379483
1138,Independent Study,Communication Sciences and Disorders,CS&D,8671,3.955379483
1139,Independent Study,Community and Environmental Sociology,C&E SOC,8671,3.955379483
1140,Independent Study,Consumer Science,CNSR SCI,8671,3.955379483
1141,Independent Study,Curriculum and Instruction,CURRIC,8671,3.955379483
1142,Independent Study,Dairy Science,DY SCI,8671,3.955379483
1143,Independent Study,Design Studies,DS,8671,3.955379483
1144,Independent Study,Electrical and Computer Engineering,E C E,8671,3.955379483
1145,Independent Study,Engineering Mechanics and Astronautics,E M A,8671,3.955379483
1146,Independent Study,Engineering Professional Development,E P D,8671,3.955379483
1147,Independent Study,Entomology,ENTOM,8671,3.955379483
1148,Independent Study,FAMILY AND CONSUMER COMMUNICATIONS,FAM COM,8671,3.955379483
1149,Independent Study,Food Science,FOOD SCI,8671,3.955379483
1150,Independent Study,Forest and Wildlife Ecology,F&W ECOL,8671,3.955379483
1151,Independent Study,French (French and Italian),FRENCH,8671,3.955379483
1152,Independent Study,Genetics,GENETICS,8671,3.955379483
1153,Independent Study,Geological Engineering,G L E,8671,3.955379483
1154,Independent Study,German,GERMAN,8671,3.955379483
1155,Independent Study,HEBREW,HEBR ST,8671,3.955379483
1156,Independent Study,Hebrew-Biblical,HEBR-BIB,8671,3.955379483
1157,Independent Study,Horticulture,HORT,8671,3.955379483
1158,Independent Study,Human Development and Family Studies,HDFS,8671,3.955379483
1159,Independent Study,Integrated Science,INTEGSCI,8671,3.955379483
1160,Independent Study,Interdisciplinary Courses (SOHE),INTER-HE,8671,3.955379483
1161,Independent Study,Italian (French and Italian),ITALIAN,8671,3.955379483
1162,Independent Study,Kinesiology,KINES,8671,3.955379483
1163,Independent Study,Languages and Cultures of Asia,LCA,8671,3.955379483
1164,Independent Study,Life Sciences Communication,LSC,8671,3.955379483
1165,Independent Study,Materials Science and Engineering,M S & E,8671,3.955379483
1166,Independent Study,Mechanical Engineering,M E,8671,3.955379483
1167,Independent Study,Medicine,MEDICINE,8671,3.955379483
1168,Independent Study,Microbiology,MICROBIO,8671,3.955379483
1169,Independent Study,Nursing,NURSING,8671,3.955379483
1170,Independent Study,Nutritional Sciences,NUTR SCI,8671,3.955379483
1171,Independent Study,Patho-Biological Sciences,PATH-BIO,8671,3.955379483
1172,Independent Study,Pathology and Laboratory Medicine,PATH,8671,3.955379483
1173,Independent Study,Pediatrics,PEDIAT,8671,3.955379483
1174,Independent Study,Pharmacology,PHMCOL-M,8671,3.955379483
1175,Independent Study,Physical Therapy,PHY THER,8671,3.955379483
1176,Independent Study,Physician Assistant Program,PHY ASST,8671,3.955379483
1177,Independent Study,Physics,PHYSICS,8671,3.955379483
1178,Independent Study,Plant Pathology,PL PATH,8671,3.955379483
1179,Independent Study,Psychiatry,PSYCHIAT,8671,3.955379483
1180,Independent Study,Rehabilitation Medicine,RHAB MED,8671,3.955379483
1181,Independent Study,Scandinavian Studies,SCAND ST,8671,3.955379483
1182,Independent Study,Slavic (Slavic Languages),SLAVIC,8671,3.955379483
1183,Independent Study,Social Work,SOC WORK,8671,3.955379483
1184,Independent Study,Soil Science,SOIL SCI,8671,3.955379483
1185,Independent Study,Surgery,SURGERY,8671,3.955379483
1186,Independent Study,Theatre and Drama,THEATRE,8671,3.955379483
1187,Independent Study,WILDLIFE ECOLOGY,WL ECOL,8671,3.955379483
1188,Independent Study,Zoology,ZOOLOGY,8671,3.955379483
1189,Indians of North America,American Indian Studies,AMER IND,1874,2.965071507
1190,Indians of North America,Anthropology,ANTHRO,1874,2.965071507
1191,Indians-Western Great Lakes,American Indian Studies,AMER IND,123,3.213043478
1192,Indians-Western Great Lakes,Anthropology,ANTHRO,123,3.213043478
1193,Indiv/Learn & Behav Disability,Rehabilitation Psychology and Special Education,RP & SE,330,3.749235474
1194,Individls with Disabilities,Rehabilitation Psychology and Special Education,RP & SE,4087,3.826819076
1195,Individual Leadership Studies,Military Science,MIL SCI,591,3.895408163
1196,Indus Organizat/Imperf Comp,Economics,ECON,578,3.016464471
1197,Industrial Chem and Business,Chemical and Biological Engineering,CBE,91,3.055555556
1198,Industrial Chem and Business,Chemistry,CHEM,91,3.055555556
1199,Information Radio,FAMILY AND CONSUMER COMMUNICATIONS,FAM COM,534,3.792613636
1200,Information Radio,Life Sciences Communication,LSC,534,3.792613636
1201,Inorganic Chemistry,Chemistry,CHEM,393,3.117268041
1202,Insects and Human Culture,Entomology,ENTOM,2533,3.64863258
1203,Insects and Human Culture,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,2533,3.64863258
1204,Insects in Forest Ecol & Mgmt,Entomology,ENTOM,90,3.011111111
1205,Insects in Forest Ecol & Mgmt,Forest and Wildlife Ecology,F&W ECOL,90,3.011111111
1206,Intell Opinion-19c Eng Lit,ENGLISH,ENGLISH,68,3.201492537
1207,Interactive Cart & Geovis,Geography,GEOG,117,3.513392857
1208,Interdis in Arts & Humanities,Integrated Liberal Studies,ILS,264,3.519379845
1209,Interdis Studies in the Arts,Afro-American Studies,AFROAMER,426,3.798053528
1210,Interdis Studies in the Arts,Art Department,ART,426,3.798053528
1211,Interdis Studies in the Arts,Art History,ART HIST,426,3.798053528
1212,Interdis Studies in the Arts,Communication Arts,COM ARTS,426,3.798053528
1213,Interdis Studies in the Arts,Dance,DANCE,426,3.798053528
1214,Interdis Studies in the Arts,Design Studies,DS,426,3.798053528
1215,Interdis Studies in the Arts,English,ENGL,426,3.798053528
1216,Interdis Studies in the Arts,Music,MUSIC,426,3.798053528
1217,Interdis Studies in the Arts,Theatre and Drama,THEATRE,426,3.798053528
1218,Interdis Studies-Soc Sciences,Integrated Liberal Studies,ILS,238,3.643162393
1219,Interior Design IV,Design Studies,DS,261,3.64453125
1220,Interm Lang Prac-,Spanish (Spanish and Portuguese),SPANISH,8554,3.346865425
1221,Interm Lang Prac-Writng&Grammr,Spanish (Spanish and Portuguese),SPANISH,393,3.740458015
1222,Intermed German-Speak & Listen,German,GERMAN,842,3.687277051
1223,Intermed Language & Culture,French (French and Italian),FRENCH,2075,3.519240136
1224,Intermed Problem Solving-Engrs,Engineering Mechanics and Astronautics,E M A,436,3.565668203
1225,Intermed Problem Solving-Engrs,Engineering Physics,E P,436,3.565668203
1226,Intermediate Algebra,Mathematics,MATH,1220,2.578099174
1227,Intermediate Bus Statistics,General Business,GEN BUS,2383,3.384793597
1228,Intermediate Composition,English,ENGL,4079,3.66798224
1229,Intermediate Composition,ENGLISH,ENGLISH,4079,3.66798224
1230,Intermediate Fiction Wrkshp,ENGLISH,ENGLISH,1060,3.754261364
1231,Intermediate Fluid Dynamics,Mechanical Engineering,M E,239,3.327004219
1232,Intermediate German-Reading,German,GERMAN,698,3.5625
1233,Intermediate Greek,Greek (Classics),GREEK,226,3.612385321
1234,Intermediate Lab-Electromag,Physics,PHYSICS,402,3.637157107
1235,Intermediate Latin,Latin (Classics),LATIN,416,3.454767726
1236,Intermediate Photography,Art Department,ART,178,3.664772727
1237,Intermediate Reporting,Journalism and Mass Communication,JOURN,1009,3.586481113
1238,Intermediate Swimming,PHYSICAL EDUC ACTIVITY PROGM,PE ACTIV,314,3.858422939
1239,International Business,International Business,INTL BUS,5096,3.085657765
1240,International Retailing,Consumer Science,CNSR SCI,218,3.629032258
1241,Internatl Trade & Finance,Economics,ECON,2341,2.993124194
1242,Intl Industrial Organizations,Economics,ECON,946,2.99465812
1243,Intl Institutns&World Order,Political Science,POLI SCI,332,3.341945289
1244,Intmed Lab-Mech&Mod Physics,Physics,PHYSICS,719,3.713788301
1245,Intmed Macroeconomic Theory,Economics,ECON,6733,2.996791524
1246,Intmed Microecon-Adv Treatment,Economics,ECON,348,3.516129032
1247,Intmed Microeconomic Theory,Economics,ECON,6964,2.909714203
1248,Intmed Organic Chem Lab,Chemistry,CHEM,286,3.327464789
1249,Intmed Organic Chemistry,Chemistry,CHEM,13651,2.80511276
1250,Intrnshp in Liberal Arts & Sci,Interdisciplinary Courses (L&S),INTER-LS,353,3.85
1251,Intro Applied Stats for Engrs,Statistics,STAT,2463,3.180487805
1252,Intro Applied Stats-Life Sci,Statistics,STAT,9134,3.215720716
1253,Intro Com: Inquiry&Expositn,FAMILY AND CONSUMER COMMUNICATIONS,FAM COM,1956,3.672299027
1254,Intro Com: Inquiry&Expositn,Life Sciences Communication,LSC,1956,3.672299027
1255,Intro Cross-Cultrl Lit Form,Comparative Literature,COMP LIT,3020,3.396678967
1256,Intro Data Programming,Computer Sciences,COMP SCI,1593,3.272931366
1257,Intro Earth System,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,576,3.107583774
1258,Intro Earth System,Geography,GEOG,576,3.107583774
1259,Intro East Asian Civilizations,East Asian Area Studies,E A STDS,308,3.365646259
1260,Intro East Asian Civilizations,History,HISTORY,308,3.365646259
1261,Intro East Asian Civilizations,Political Science,POLI SCI,308,3.365646259
1262,Intro Engineering Graphics,Mechanical Engineering,M E,3548,3.096093971
1263,Intro Envir Remote Sensing,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,131,3.197580645
1264,Intro Envir Remote Sensing,Forest and Wildlife Ecology,F&W ECOL,131,3.197580645
1265,Intro Envir Remote Sensing,Geography,GEOG,131,3.197580645
1266,Intro Envir Remote Sensing,Geological Engineering,G L E,131,3.197580645
1267,Intro Envir Remote Sensing,Geoscience,GEOSCI,131,3.197580645
1268,Intro Envir Remote Sensing,Landscape Architecture,LAND ARC,131,3.197580645
1269,Intro Financial Accounting,Accounting and Information Systems,ACCT I S,10867,2.915827405
1270,"Intro Les, Gay, Bi, Trnsgen St",Gender and Women’s Studies,GEN&WS,1373,3.232116244
1271,"Intro Les, Gay, Bi, Trnsgen St",Interdisciplinary Courses (L&S),INTER-LS,1373,3.232116244
1272,"Intro Les, Gay, Bi, Trnsgen St",Sociology,SOC,1373,3.232116244
1273,Intro Ling-Descript&Theoret,Anthropology,ANTHRO,1473,3.290123457
1274,Intro Ling-Descript&Theoret,Linguistics,LINGUIS,1473,3.290123457
1275,Intro Managerial Accounting,Accounting and Information Systems,ACCT I S,6727,2.980938198
1276,"Intro Math Sat (Theo, Meth) I",Statistics,STAT,1477,3.171758316
1277,"Intro Math Stat (Theo,Meth) II",Statistics,STAT,876,3.429794521
1278,Intro Microprocessor Lab,Electrical and Computer Engineering,E C E,646,3.827073552
1279,Intro Organic Chemistry,Chemistry,CHEM,19623,2.744448992
1280,Intro Organic Chemistry Lab,Chemistry,CHEM,9751,3.193290243
1281,Intro People-Environment Geog,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,602,3.273344652
1282,Intro People-Environment Geog,Geography,GEOG,602,3.273344652
1283,Intro Pre-Modern Literature,Comparative Literature,COMP LIT,796,3.455808081
1284,Intro Stat Inference-Pol Rsch,Political Science,POLI SCI,192,3.260638298
1285,Intro Stats for Engineers,Statistics,STAT,3918,3.075556124
1286,Intro Theatre-Cultrl&Soc Aware,Theatre and Drama,THEATRE,821,3.777777778
1287,Intro to Afro-Am History,Afro-American Studies,AFROAMER,1904,3.417826552
1288,Intro to Agr & Applied Econ,Agricultural and Applied Economics,A A E,3419,3.095666274
1289,Intro to Animal & Vet Genetics,Animal Sciences,AN SCI,629,3.014308426
1290,Intro to Animal & Vet Genetics,Dairy Science,DY SCI,629,3.014308426
1291,Intro to Animal Development,Zoology,ZOOLOGY,1285,2.968676586
1292,Intro to Applied Geophysics,Geological Engineering,G L E,379,3.137700535
1293,Intro to Applied Geophysics,Geoscience,GEOSCI,379,3.137700535
1294,Intro to Asian Amer Studies,Asian American Studies,ASIAN AM,950,3.05731441
1295,Intro to Athletic Training,Kinesiology,KINES,831,3.29589372
